buoy_id,time,latitude,longitude,station_id,PeakDirection,PeakSpread,SignificantWaveHeight,EnergyPeriod,MeanWavePeriod_Tm01,MeanWavePeriod_Tm02,PeakPeriod,qcflag
1,2017-09-12T02:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,279.8,27.1,3.12,8.408427,7.31,6.667,11.76,0
1,2017-09-12T03:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,285.5,21.2,3.03,8.655673,7.58,6.897,11.76,0
1,2017-09-12T03:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,285.5,30.4,2.81,8.234722,7.2,6.557,10.53,0
1,2017-09-12T04:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,284.1,18.1,3.02,8.543289,7.51,6.897,11.11,0
1,2017-09-12T04:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,284.1,25.2,2.95,8.152179,7.16,6.667,10.0,0
1,2017-09-12T05:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,285.5,18.4,2.86,8.448218,7.35,6.667,11.11,0
1,2017-09-12T05:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,281.3,21.3,2.94,8.651427,7.64,7.018,11.11,0
1,2017-09-12T06:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,292.5,17.6,2.77,8.493512,7.46,6.78,11.11,0
1,2017-09-12T06:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,286.9,29.2,2.76,8.300136,7.33,6.667,10.53,0
1,2017-09-12T07:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,288.3,28.0,2.77,8.446689,7.37,6.78,11.11,0
1,2017-09-12T07:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,288.3,21.0,2.99,8.567769,7.62,7.018,11.11,0
1,2017-09-12T08:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,298.1,19.2,2.96,8.673736,7.79,7.143,10.53,0
1,2017-09-12T08:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,298.1,22.8,2.91,8.572879,7.71,7.143,10.53,0
1,2017-09-12T09:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,298.1,21.0,2.75,8.789538,7.8,7.143,11.11,0
1,2017-09-12T09:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,300.9,28.4,2.73,8.569066,7.6,6.897,10.53,0
1,2017-09-12T10:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,315.0,35.4,2.7,8.479414,7.51,6.897,10.53,0
1,2017-09-12T10:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,298.1,30.6,2.69,8.362354,7.52,6.897,10.53,0
1,2017-09-12T11:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,324.8,35.5,2.79,8.401108,7.58,7.018,10.53,0
1,2017-09-12T11:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,317.8,42.1,2.78,8.424523,7.54,7.018,10.0,0
1,2017-09-12T12:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,326.3,45.5,2.65,8.351248,7.53,7.018,10.0,0
1,2017-09-12T12:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,319.2,35.3,2.59,8.49086,7.67,7.143,10.53,0
1,2017-09-12T13:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,331.9,36.6,2.78,8.469831,7.67,7.143,10.0,0
1,2017-09-12T13:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,333.3,45.5,2.55,8.342413,7.5,7.018,10.0,0
2,2017-09-11T17:02:00Z,52.754683,-9.703683,Westwave MK3,293.9,29.5,4.85,10.004083,8.72,7.843,13.33,0
2,2017-09-11T17:32:00Z,52.754683,-9.703683,Westwave MK3,289.7,19.9,4.5,9.339816,8.16,7.407,10.0,0
2,2017-09-11T18:02:00Z,52.754683,-9.703683,Westwave MK3,300.9,30.6,4.87,9.780666,8.56,7.843,11.11,0
2,2017-09-11T18:32:00Z,52.754683,-9.703683,Westwave MK3,302.3,23.2,5.12,10.321071,9.06,8.163,13.33,0
2,2017-09-11T19:02:00Z,52.754683,-9.703683,Westwave MK3,295.3,31.2,4.28,9.609469,8.28,7.407,13.33,0
2,2017-09-11T19:32:00Z,52.754683,-9.703683,Westwave MK3,299.5,19.9,4.55,10.091598,8.7,7.843,12.5,0
2,2017-09-11T20:02:00Z,52.754683,-9.703683,Westwave MK3,298.1,27.6,4.18,9.450443,8.12,7.273,13.33,0
2,2017-09-11T20:32:00Z,52.754683,-9.703683,Westwave MK3,300.9,25.7,4.18,9.950769,8.58,7.692,13.33,0
2,2017-09-11T21:02:00Z,52.754683,-9.703683,Westwave MK3,289.7,21.8,3.98,9.521714,8.17,7.273,11.76,0
2,2017-09-11T21:32:00Z,52.754683,-9.703683,Westwave MK3,293.9,25.1,4.18,9.566425,8.28,7.547,12.5,0
2,2017-09-11T22:02:00Z,52.754683,-9.703683,Westwave MK3,293.9,22.6,3.91,9.200511,8.02,7.273,10.53,0
2,2017-09-11T22:32:00Z,52.754683,-9.703683,Westwave MK3,303.8,26.0,3.64,9.612864,8.24,7.407,11.76,0
2,2017-09-11T23:02:00Z,52.754683,-9.703683,Westwave MK3,298.1,24.6,3.86,9.922626,8.53,7.692,12.5,0
2,2017-09-11T23:32:00Z,52.754683,-9.703683,Westwave MK3,293.9,21.9,3.24,8.793061,7.48,6.667,10.53,0
2,2017-09-12T00:02:00Z,52.754683,-9.703683,Westwave MK3,289.7,30.2,3.53,9.192103,7.99,7.273,12.5,0
2,2017-09-12T00:32:00Z,52.754683,-9.703683,Westwave MK3,293.9,29.7,3.63,9.409478,8.23,7.407,11.76,0
2,2017-09-12T01:02:00Z,52.754683,-9.703683,Westwave MK3,296.7,26.5,3.49,9.223513,8.0,7.273,11.11,0
2,2017-09-12T01:32:00Z,52.754683,-9.703683,Westwave MK3,295.3,30.2,3.23,8.817556,7.57,6.78,11.11,0
2,2017-09-12T02:02:00Z,52.754683,-9.703683,Westwave MK3,295.3,26.7,3.55,9.367574,8.08,7.273,11.76,0
2,2017-09-12T02:32:00Z,52.754683,-9.703683,Westwave MK3,299.5,18.2,3.56,9.056725,7.94,7.143,11.11,0
2,2017-09-12T03:02:00Z,52.754683,-9.703683,Westwave MK3,298.1,20.4,3.58,9.012676,7.96,7.273,11.11,0
2,2017-09-12T03:32:00Z,52.754683,-9.703683,Westwave MK3,302.3,22.2,3.56,9.045333,7.95,7.273,11.11,0
2,2017-09-12T04:02:00Z,52.754683,-9.703683,Westwave MK3,310.8,26.0,3.18,8.764497,7.56,6.78,11.76,0
2,2017-09-12T04:32:00Z,52.754683,-9.703683,Westwave MK3,299.5,19.9,3.52,9.174765,8.08,7.407,11.11,0
2,2017-09-12T05:02:00Z,52.754683,-9.703683,Westwave MK3,299.5,26.2,3.19,8.630387,7.49,6.78,11.76,0
2,2017-09-12T05:32:00Z,52.754683,-9.703683,Westwave MK3,296.7,30.6,3.18,8.677058,7.58,6.897,11.11,0
2,2017-09-12T06:02:00Z,52.754683,-9.703683,Westwave MK3,300.9,26.3,2.94,8.82094,7.66,6.897,10.53,0
2,2017-09-12T06:32:00Z,52.754683,-9.703683,Westwave MK3,295.3,30.1,3.06,8.621551,7.61,7.018,10.0,0
2,2017-09-12T07:02:00Z,52.754683,-9.703683,Westwave MK3,302.3,27.0,3.15,8.651427,7.64,7.018,10.53,0
2,2017-09-12T07:32:00Z,52.754683,-9.703683,Westwave MK3,303.8,30.0,2.82,8.551113,7.28,6.452,11.11,0
2,2017-09-12T08:02:00Z,52.754683,-9.703683,Westwave MK3,289.7,36.9,2.76,8.582264,7.42,6.667,11.11,0
2,2017-09-12T08:32:00Z,52.754683,-9.703683,Westwave MK3,291.1,30.3,2.43,8.279376,7.05,6.25,10.53,0
2,2017-09-12T09:02:00Z,52.754683,-9.703683,Westwave MK3,295.3,30.7,2.59,8.360276,7.24,6.557,10.0,0
2,2017-09-12T09:32:00Z,52.754683,-9.703683,Westwave MK3,289.7,41.1,2.34,8.051041,6.82,6.061,11.11,0
2,2017-09-12T10:02:00Z,52.754683,-9.703683,Westwave MK3,286.9,29.8,2.41,8.413989,7.12,6.349,10.53,0
2,2017-09-12T10:32:00Z,52.754683,-9.703683,Westwave MK3,303.8,27.8,2.51,8.587296,7.36,6.557,11.11,0
2,2017-09-12T11:02:00Z,52.754683,-9.703683,Westwave MK3,302.3,27.0,2.33,8.333738,7.17,6.452,11.11,0
2,2017-09-12T11:32:00Z,52.754683,-9.703683,Westwave MK3,296.7,31.6,2.24,8.499655,7.25,6.452,11.11,0
2,2017-09-12T12:02:00Z,52.754683,-9.703683,Westwave MK3,293.9,29.3,2.1,8.029326,6.82,6.061,9.09,0
2,2017-09-12T12:32:00Z,52.754683,-9.703683,Westwave MK3,292.5,29.7,2.1,8.249587,7.02,6.154,10.53,0
5,2017-09-11T17:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,281.3,34.4,4.61,9.702293,8.33,7.547,13.33,0
5,2017-09-11T17:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,286.9,34.2,4.52,9.82325,8.43,7.547,12.5,0
5,2017-09-11T18:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,293.9,19.8,4.49,9.388104,8.23,7.407,11.11,0
5,2017-09-11T18:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,295.3,32.6,4.68,10.080724,8.84,8.0,12.5,0
5,2017-09-11T19:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,296.7,33.5,4.19,9.342869,8.12,7.273,11.76,0
5,2017-09-11T19:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,285.5,45.0,3.92,9.332945,7.98,7.143,12.5,0
5,2017-09-11T20:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,286.9,42.5,4.34,9.1933,8.12,7.407,12.5,0
5,2017-09-11T20:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,291.1,26.9,4.49,9.941379,8.7,7.843,12.5,0
5,2017-09-11T21:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,291.1,24.6,3.97,9.134938,8.04,7.273,11.76,0
5,2017-09-11T21:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,284.1,19.9,4.17,9.779207,8.58,7.692,11.76,0
5,2017-09-11T22:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,299.5,24.2,3.73,8.829337,7.69,7.018,11.76,0
5,2017-09-11T22:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,291.1,34.9,4.28,9.500781,8.45,7.692,11.76,0
5,2017-09-11T23:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,289.7,25.6,3.91,8.990088,7.98,7.273,11.76,0
5,2017-09-11T23:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,296.7,20.8,3.93,9.021289,7.99,7.273,10.53,0
5,2017-09-12T00:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,296.7,33.2,3.61,8.790861,7.78,7.143,11.76,0
5,2017-09-12T00:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,295.3,31.0,3.46,8.810993,7.65,6.897,11.76,0
5,2017-09-12T01:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,292.5,21.9,3.71,8.719806,7.73,7.143,10.53,0
5,2017-09-12T01:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,334.7,43.2,3.15,8.125261,7.09,6.452,8.33,0
5,2017-09-12T02:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,295.3,26.9,3.01,8.547555,7.32,6.557,11.76,0
5,2017-09-12T02:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,289.7,24.4,3.34,8.302936,7.29,6.667,10.0,0
5,2017-09-12T03:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,292.5,32.1,3.39,8.601634,7.59,6.897,11.76,0
5,2017-09-12T03:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,292.5,29.7,3.46,8.813518,7.76,7.018,11.11,0
5,2017-09-12T04:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,282.7,31.2,3.06,8.064057,7.05,6.452,11.11,0
5,2017-09-12T04:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,289.7,33.0,2.77,8.057157,7.0,6.349,11.11,0
5,2017-09-12T05:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,286.9,40.2,2.82,8.152179,7.16,6.557,10.0,0
5,2017-09-12T05:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,293.9,30.1,3.0,8.510638,7.52,6.897,11.11,0
5,2017-09-12T06:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,309.4,44.5,2.73,8.190596,7.22,6.667,8.33,0
5,2017-09-12T06:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,292.5,28.1,2.81,8.589036,7.47,6.78,11.11,0
5,2017-09-12T07:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,292.5,39.2,2.71,8.533333,7.5,6.897,11.11,0
5,2017-09-12T07:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,316.4,34.5,3.06,8.732414,7.87,7.273,10.0,0
5,2017-09-12T08:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,296.7,33.1,2.84,8.572879,7.71,7.143,11.11,0
5,2017-09-12T08:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,295.3,29.2,2.87,8.449882,7.65,7.143,11.11,0
5,2017-09-12T09:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,334.7,38.6,2.86,8.394621,7.51,6.897,9.09,0
5,2017-09-12T09:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,292.5,34.4,2.83,8.579028,7.61,7.018,10.53,0
5,2017-09-12T10:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,302.3,39.6,2.72,8.40249,7.39,6.78,10.0,0
5,2017-09-12T10:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,316.4,29.9,2.95,8.68268,7.65,7.018,10.53,0
5,2017-09-12T12:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,341.7,40.2,2.74,8.278868,7.33,6.78,10.0,0
5,2017-09-12T12:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,320.6,43.6,2.54,8.079677,7.13,6.557,9.09,0
5,2017-09-12T13:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,333.3,27.5,2.88,8.572879,7.71,7.143,10.0,0
5,2017-09-12T13:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,330.5,38.9,2.61,8.318711,7.37,6.78,10.53,0
